instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr
626,2012-09-17,Fall,2012,9,0,Monday,1,Mist/Cloudy,23.814153,27.652500000000003,73.4583,10.166713999999999,1022,5847,6869,
627,2012-09-18,Fall,2012,9,0,Tuesday,1,Mist/Cloudy,25.556653,28.253349999999998,87.25,23.958329,371,3702,4073,
628,2012-09-19,Fall,2012,9,0,Wednesday,1,Clear/Partly Cloudy,22.6525,27.0202,53.6667,14.416725,788,6803,7591,
629,2012-09-20,Fall,2012,9,0,Thursday,1,Clear/Partly Cloudy,22.413347,26.6096,61.8333,7.917189,939,6781,7720,
630,2012-09-21,Fall,2012,9,0,Friday,1,Clear/Partly Cloudy,24.565847,28.59855,66.875,10.333343000000001,1250,6917,8167,
631,2012-09-22,Fall,2012,9,0,Saturday,0,Clear/Partly Cloudy,26.650000000000002,30.5244,64.6667,19.000061,2512,5883,8395,
632,2012-09-23,Winter,2012,9,0,Sunday,0,Clear/Partly Cloudy,21.695847,25.946649999999998,46.7083,14.958286000000001,2454,5453,7907,
633,2012-09-24,Winter,2012,9,0,Monday,1,Clear/Partly Cloudy,21.080847000000002,25.12565,49.2917,9.541068000000001,1001,6435,7436,
634,2012-09-25,Winter,2012,9,0,Tuesday,1,Clear/Partly Cloudy,22.55,27.208949999999998,56.99999999999999,15.833507,845,6693,7538,
635,2012-09-26,Winter,2012,9,0,Wednesday,1,Clear/Partly Cloudy,26.035,29.83065,63.083299999999994,16.3748,787,6946,7733,
636,2012-09-27,Winter,2012,9,0,Thursday,1,Mist/Cloudy,26.650000000000002,30.398750000000003,69.08330000000001,9.000914,751,6642,7393,
637,2012-09-28,Winter,2012,9,0,Friday,1,Mist/Cloudy,25.385847000000002,29.29315,69.0,10.999993,1045,6370,7415,
638,2012-09-29,Winter,2012,9,0,Saturday,0,Clear/Partly Cloudy,22.2425,26.5148,54.2917,15.249468,2589,5966,8555,
639,2012-09-30,Winter,2012,9,0,Sunday,0,Clear/Partly Cloudy,21.593347,25.88315,58.3333,9.042186,2015,4874,6889,
640,2012-10-01,Winter,2012,10,0,Monday,1,Mist/Cloudy,21.354153,25.6,64.9167,6.0838814,763,6015,6778,
641,2012-10-02,Winter,2012,10,0,Tuesday,1,Light Rain/Snow,24.224153,27.116649999999996,87.16669999999999,6.9998249999999995,315,4324,4639,
642,2012-10-03,Winter,2012,10,0,Wednesday,1,Mist/Cloudy,26.9575,29.95665,79.375,4.4585686,728,6844,7572,
643,2012-10-04,Winter,2012,10,0,Thursday,1,Mist/Cloudy,26.9575,30.398750000000003,72.2917,7.875582,891,6437,7328,
644,2012-10-05,Winter,2012,10,0,Friday,1,Clear/Partly Cloudy,25.215,29.00935,62.74999999999999,7.12545,1516,6640,8156,
645,2012-10-06,Winter,2012,10,0,Saturday,0,Clear/Partly Cloudy,22.720847,26.92605,66.41669999999999,17.957675000000002,3031,4934,7965,
646,2012-10-07,Winter,2012,10,0,Sunday,0,Mist/Cloudy,17.049153,20.99065,70.8333,9.457854000000001,781,2729,3510,
647,2012-10-08,Winter,2012,10,1,Monday,0,Mist/Cloudy,15.716652999999999,19.3804,70.9583,12.708492999999999,874,4604,5478,
648,2012-10-09,Winter,2012,10,0,Tuesday,1,Mist/Cloudy,18.313347,21.9056,76.16669999999999,12.7501,601,5791,6392,
649,2012-10-10,Winter,2012,10,0,Wednesday,1,Clear/Partly Cloudy,21.080847000000002,25.1571,63.083299999999994,12.584007,780,6911,7691,
650,2012-10-11,Winter,2012,10,0,Thursday,1,Clear/Partly Cloudy,17.835,21.55835,46.3333,12.166932000000001,834,6736,7570,
651,2012-10-12,Winter,2012,10,0,Friday,1,Clear/Partly Cloudy,17.9375,21.65355,53.91669999999999,15.751164,1060,6222,7282,
652,2012-10-13,Winter,2012,10,0,Saturday,0,Clear/Partly Cloudy,16.126653,19.5698,49.4583,9.791514,2252,4857,7109,
653,2012-10-14,Winter,2012,10,0,Sunday,0,Clear/Partly Cloudy,21.388347,25.4102,64.0417,18.667004000000002,2080,4559,6639,
654,2012-10-15,Winter,2012,10,0,Monday,1,Mist/Cloudy,23.028347,26.9575,70.75,19.834478999999998,760,5115,5875,
655,2012-10-16,Winter,2012,10,0,Tuesday,1,Clear/Partly Cloudy,19.201653,23.042299999999997,55.833299999999994,12.208807,922,6612,7534,
656,2012-10-17,Winter,2012,10,0,Wednesday,1,Clear/Partly Cloudy,18.689153,22.5054,69.2917,6.791857,979,6482,7461,
657,2012-10-18,Winter,2012,10,0,Thursday,1,Mist/Cloudy,21.4225,25.63125,72.8333,15.874779,1008,6501,7509,
658,2012-10-19,Winter,2012,10,0,Friday,1,Mist/Cloudy,23.096653,26.894800000000004,81.5,9.041917999999999,753,4671,5424,
659,2012-10-20,Winter,2012,10,0,Saturday,0,Clear/Partly Cloudy,19.850847,23.6421,57.2917,7.874979,2806,5284,8090,
660,2012-10-21,Winter,2012,10,0,Sunday,0,Clear/Partly Cloudy,19.030847,22.82145,51.0,11.125618000000001,2132,4692,6824,
661,2012-10-22,Winter,2012,10,0,Monday,1,Clear/Partly Cloudy,19.9875,24.1471,56.833299999999994,5.4593811,830,6228,7058,
662,2012-10-23,Winter,2012,10,0,Tuesday,1,Clear/Partly Cloudy,22.310847,26.5152,64.16669999999999,6.3345686,841,6625,7466,
663,2012-10-24,Winter,2012,10,0,Wednesday,1,Clear/Partly Cloudy,24.087500000000002,27.93605,63.625,4.8762064,795,6898,7693,
664,2012-10-25,Winter,2012,10,0,Thursday,1,Mist/Cloudy,22.55,26.4844,80.0417,8.333125,875,6484,7359,
665,2012-10-26,Winter,2012,10,0,Friday,1,Mist/Cloudy,22.379153000000002,26.137500000000003,80.7083,8.875289,1182,6262,7444,
666,2012-10-27,Winter,2012,10,0,Saturday,0,Mist/Cloudy,21.73,25.756649999999997,72.0,15.791364000000002,2643,5209,7852,
667,2012-10-28,Winter,2012,10,0,Sunday,0,Mist/Cloudy,19.5775,23.38855,69.4583,26.666535999999997,998,3461,4459,
668,2012-10-29,Winter,2012,10,0,Monday,1,Light Rain/Snow,18.04,21.97,88.0,23.9994,2,20,22,
669,2012-10-30,Winter,2012,10,0,Tuesday,1,Mist/Cloudy,13.045462,15.49545,82.5455,14.271603,87,1009,1096,
670,2012-10-31,Winter,2012,10,0,Wednesday,1,Mist/Cloudy,14.657499999999999,18.055,66.6667,11.166689,419,5147,5566,
671,2012-11-01,Winter,2012,11,0,Thursday,1,Mist/Cloudy,14.999153000000002,18.4971,58.166700000000006,10.542182,466,5520,5986,
672,2012-11-02,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,14.555,17.802100000000003,52.208299999999994,17.833725,618,5229,5847,
673,2012-11-03,Winter,2012,11,0,Saturday,0,Mist/Cloudy,14.076653,16.1923,49.125,18.125443,1029,4109,5138,
674,2012-11-04,Winter,2012,11,0,Sunday,0,Clear/Partly Cloudy,13.359153,16.4769,53.2917,12.000236,1201,3906,5107,
675,2012-11-05,Winter,2012,11,0,Monday,1,Clear/Partly Cloudy,13.085847,15.403749999999999,49.416700000000006,15.833775000000001,378,4881,5259,
676,2012-11-06,Winter,2012,11,0,Tuesday,1,Clear/Partly Cloudy,11.514153,14.07835,56.7083,11.625371,466,5220,5686,
677,2012-11-07,Winter,2012,11,0,Wednesday,1,Mist/Cloudy,12.129153,13.73105,54.75,20.375236,326,4709,5035,
678,2012-11-08,Winter,2012,11,0,Thursday,1,Clear/Partly Cloudy,14.439134,17.09455,33.3478,23.304945,340,4975,5315,
679,2012-11-09,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,14.828347,17.77065,54.0833,14.375386,709,5283,5992,
680,2012-11-10,Winter,2012,11,0,Saturday,0,Clear/Partly Cloudy,15.955846999999999,19.696849999999998,64.5417,3.8756686,2090,4446,6536,
681,2012-11-11,Winter,2012,11,0,Sunday,0,Clear/Partly Cloudy,17.254153000000002,21.08565,65.91669999999999,8.5425,2290,4562,6852,
682,2012-11-12,Winter,2012,11,1,Monday,0,Clear/Partly Cloudy,19.884999999999998,23.76915,74.16669999999999,11.625639,1097,5172,6269,
683,2012-11-13,Winter,2012,11,0,Tuesday,1,Mist/Cloudy,14.076653,16.16125,66.29169999999999,22.917082,327,3767,4094,
684,2012-11-14,Winter,2012,11,0,Wednesday,1,Clear/Partly Cloudy,11.855847,14.07815,55.2083,13.374875,373,5122,5495,
685,2012-11-15,Winter,2012,11,0,Thursday,1,Mist/Cloudy,13.188346999999998,16.2246,62.0417,10.250129000000001,320,5125,5445,
686,2012-11-16,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,14.145,17.3602,52.4583,11.458675000000001,484,5214,5698,
687,2012-11-17,Winter,2012,11,0,Saturday,0,Clear/Partly Cloudy,13.325000000000001,16.31915,54.541700000000006,12.041843,1313,4316,5629,
688,2012-11-18,Winter,2012,11,0,Sunday,0,Clear/Partly Cloudy,14.0425,16.8873,69.2917,15.250004,922,3747,4669,
689,2012-11-19,Winter,2012,11,0,Monday,1,Mist/Cloudy,15.614152999999998,18.78105,62.3333,15.749489,449,5050,5499,
690,2012-11-20,Winter,2012,11,0,Tuesday,1,Mist/Cloudy,15.340847000000002,19.03335,68.5,5.542575,534,5100,5634,
691,2012-11-21,Winter,2012,11,0,Wednesday,1,Clear/Partly Cloudy,14.486653,18.2446,61.375,6.917482000000001,615,4531,5146,
692,2012-11-22,Winter,2012,11,1,Thursday,0,Clear/Partly Cloudy,13.940000000000001,17.518549999999998,58.0417,3.5423436,955,1470,2425,
693,2012-11-23,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,15.101653,18.93895,56.875,9.917407,1603,2307,3910,
694,2012-11-24,Winter,2012,11,0,Saturday,0,Clear/Partly Cloudy,11.411653,12.4371,40.4583,25.250357,532,1745,2277,
695,2012-11-25,Winter,2012,11,0,Sunday,0,Clear/Partly Cloudy,10.079153,12.879150000000001,46.8333,10.083499999999999,309,2115,2424,
696,2012-11-26,Winter,2012,11,0,Monday,1,Clear/Partly Cloudy,12.846652999999998,16.950200000000002,53.541700000000006,3.1255499999999996,337,4750,5087,
697,2012-11-27,Winter,2012,11,0,Tuesday,1,Mist/Cloudy,11.958347,14.0779,78.6667,15.916654,123,3836,3959,
698,2012-11-28,Winter,2012,11,0,Wednesday,1,Clear/Partly Cloudy,12.163347,14.488100000000001,50.625,14.125007,198,5062,5260,
699,2012-11-29,Winter,2012,11,0,Thursday,1,Clear/Partly Cloudy,11.51567,14.921100000000001,55.565200000000004,7.739974,243,5080,5323,
700,2012-11-30,Winter,2012,11,0,Friday,1,Clear/Partly Cloudy,12.231653000000001,16.193350000000002,64.95830000000001,3.9175436,362,5306,5668,
701,2012-12-01,Winter,2012,12,0,Saturday,0,Mist/Cloudy,12.231653000000001,15.8452,80.6667,4.0001814,951,4240,5191,
702,2012-12-02,Winter,2012,12,0,Sunday,0,Mist/Cloudy,14.247499999999999,17.9604,82.3333,8.333393000000001,892,3757,4649,
703,2012-12-03,Winter,2012,12,0,Monday,1,Clear/Partly Cloudy,18.552500000000002,22.7898,76.75,5.5422936,555,5679,6234,
704,2012-12-04,Winter,2012,12,0,Tuesday,1,Clear/Partly Cloudy,19.509153,23.4527,73.375,11.666643,551,6055,6606,
705,2012-12-05,Winter,2012,12,0,Wednesday,1,Clear/Partly Cloudy,17.971653,21.4006,48.5,21.709407,331,5398,5729,
706,2012-12-06,Winter,2012,12,0,Thursday,1,Clear/Partly Cloudy,10.489152999999998,12.9102,50.875,11.708518,340,5035,5375,
707,2012-12-07,Winter,2012,12,0,Friday,1,Mist/Cloudy,13.154152999999999,16.097900000000003,76.4167,8.7502,349,4659,5008,
708,2012-12-08,Winter,2012,12,0,Saturday,0,Mist/Cloudy,15.648347,19.4754,91.125,6.792393,1153,4429,5582,
709,2012-12-09,Winter,2012,12,0,Sunday,0,Mist/Cloudy,15.750846999999998,19.5073,90.5417,10.584325,441,2787,3228,
710,2012-12-10,Winter,2012,12,0,Monday,1,Mist/Cloudy,17.869153,21.77875,92.5,12.750636,329,4841,5170,
711,2012-12-11,Winter,2012,12,0,Tuesday,1,Mist/Cloudy,14.486653,16.91815,59.66669999999999,19.834478999999998,282,5219,5501,
712,2012-12-12,Winter,2012,12,0,Wednesday,1,Mist/Cloudy,12.1975,14.8669,53.833299999999994,10.916779,310,5009,5319,
713,2012-12-13,Winter,2012,12,0,Thursday,1,Clear/Partly Cloudy,12.129153,14.7094,48.5833,11.666643,425,5107,5532,
714,2012-12-14,Winter,2012,12,0,Friday,1,Clear/Partly Cloudy,11.548347,14.7096,64.29169999999999,8.792343,429,5182,5611,
715,2012-12-15,Winter,2012,12,0,Saturday,0,Clear/Partly Cloudy,13.290847,16.91915,65.0417,7.12545,767,4280,5047,
716,2012-12-16,Winter,2012,12,0,Sunday,0,Mist/Cloudy,14.862499999999999,18.4969,83.875,6.749714,538,3248,3786,
717,2012-12-17,Winter,2012,12,0,Monday,1,Mist/Cloudy,16.126653,20.075000000000003,90.7083,6.583306100000001,212,4373,4585,
718,2012-12-18,Winter,2012,12,0,Tuesday,1,Clear/Partly Cloudy,16.844153,20.485400000000002,66.625,14.834067999999998,433,5124,5557,
719,2012-12-19,Winter,2012,12,0,Wednesday,1,Clear/Partly Cloudy,13.6325,17.1081,62.5417,12.334164000000001,333,4934,5267,
720,2012-12-20,Winter,2012,12,0,Thursday,1,Mist/Cloudy,13.530000000000001,16.760849999999998,66.79169999999999,8.875021,314,3814,4128,
721,2012-12-21,Spring,2012,12,0,Friday,1,Mist/Cloudy,13.393346999999999,15.08835,55.666700000000006,25.083661000000003,221,3402,3623,
722,2012-12-22,Spring,2012,12,0,Saturday,0,Clear/Partly Cloudy,10.899153,11.80565,44.125,27.292182,205,1544,1749,
723,2012-12-23,Spring,2012,12,0,Sunday,0,Clear/Partly Cloudy,10.079153,12.97355,51.5417,8.916561,408,1379,1787,
724,2012-12-24,Spring,2012,12,0,Monday,1,Mist/Cloudy,9.483464,12.945,79.1304,5.1744368000000005,174,746,920,
725,2012-12-25,Spring,2012,12,1,Tuesday,0,Mist/Cloudy,11.943464,14.723249999999998,73.47829999999999,11.304642,440,573,1013,
726,2012-12-26,Spring,2012,12,0,Wednesday,1,Light Rain/Snow,9.976652999999999,11.01665,82.3333,21.208582,9,432,441,
727,2012-12-27,Spring,2012,12,0,Thursday,1,Mist/Cloudy,10.420846999999998,11.3321,65.29169999999999,23.458911,247,1867,2114,
728,2012-12-28,Spring,2012,12,0,Friday,1,Mist/Cloudy,10.386652999999999,12.7523,59.0,10.416557,644,2451,3095,
729,2012-12-29,Spring,2012,12,0,Saturday,0,Mist/Cloudy,10.386652999999999,12.120000000000001,75.29169999999999,8.333661,159,1182,1341,
730,2012-12-30,Spring,2012,12,0,Sunday,0,Clear/Partly Cloudy,10.489152999999998,11.584999999999999,48.3333,23.500518,364,1432,1796,
731,2012-12-31,Spring,2012,12,0,Monday,1,Mist/Cloudy,8.849153,11.17435,57.75,10.374682,439,2290,2729,
1,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,9.84,14.395,81.0,0.0,3,13,16,1
2,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,9.02,13.635,80.0,0.0,8,32,40,2
3,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,9.02,13.635,80.0,0.0,5,27,32,3
4,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,9.84,14.395,75.0,0.0,3,10,13,4
5,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,9.84,14.395,75.0,0.0,0,1,1,5
6,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,9.84,12.879999999999999,75.0,6.0032,0,1,1,6
7,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,9.02,13.635,80.0,0.0,2,0,2,7
8,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,8.200000000000001,12.879999999999999,86.0,0.0,1,2,3,8
9,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,9.84,14.395,75.0,0.0,1,7,8,9
10,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,13.120000000000001,17.424999999999997,76.0,0.0,8,6,14,10
11,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,15.58,19.695,76.0,16.997899999999998,12,24,36,11
12,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,14.76,16.665,81.0,19.0012,26,30,56,12
13,2011-01-01,Spring,2011,1,0,Saturday,0,Clear/Partly Cloudy,17.22,21.21,77.0,19.0012,29,55,84,13
14,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,18.86,22.725,72.0,19.999499999999998,47,47,94,14
15,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,18.86,22.725,72.0,19.0012,35,71,106,15
16,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,18.04,21.97,77.0,19.999499999999998,40,70,110,16
17,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,17.22,21.21,82.0,19.999499999999998,41,52,93,17
18,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,18.04,21.97,82.0,19.0012,15,52,67,18
19,2011-01-01,Spring,2011,1,0,Saturday,0,Light Rain/Snow,17.22,21.21,88.0,16.997899999999998,9,26,35,19
20,2011-01-01,Spring,2011,1,0,Saturday,0,Light Rain/Snow,17.22,21.21,88.0,16.997899999999998,6,31,37,20
21,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,16.400000000000002,20.455000000000002,87.0,16.997899999999998,11,25,36,21
22,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,16.400000000000002,20.455000000000002,87.0,12.998000000000001,3,31,34,22
23,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,16.400000000000002,20.455000000000002,94.0,15.001299999999999,11,17,28,23
24,2011-01-01,Spring,2011,1,0,Saturday,0,Mist/Cloudy,18.86,22.725,88.0,19.999499999999998,15,24,39,24
25,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,18.86,22.725,88.0,19.999499999999998,4,13,17,1
26,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,18.04,21.97,94.0,16.997899999999998,1,16,17,2
27,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,17.22,21.21,100.0,19.0012,1,8,9,3
28,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,18.86,22.725,94.0,12.998000000000001,2,4,6,4
29,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,18.86,22.725,94.0,12.998000000000001,2,1,3,5
30,2011-01-02,Spring,2011,1,0,Sunday,0,Light Rain/Snow,17.22,21.21,77.0,19.999499999999998,0,2,2,7
31,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,16.400000000000002,20.455000000000002,76.0,12.998000000000001,0,1,1,8
32,2011-01-02,Spring,2011,1,0,Sunday,0,Light Rain/Snow,16.400000000000002,20.455000000000002,71.0,15.001299999999999,0,8,8,9
33,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,15.58,19.695,76.0,15.001299999999999,1,19,20,10
34,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,14.76,17.424999999999997,81.0,15.001299999999999,7,46,53,11
35,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,14.76,16.665,71.0,16.997899999999998,16,54,70,12
36,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,14.76,16.665,66.0,19.999499999999998,20,73,93,13
37,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,14.76,17.424999999999997,66.0,8.9981,11,64,75,14
38,2011-01-02,Spring,2011,1,0,Sunday,0,Light Rain/Snow,14.76,17.424999999999997,76.0,12.998000000000001,4,55,59,15
39,2011-01-02,Spring,2011,1,0,Sunday,0,Light Rain/Snow,13.940000000000001,16.665,81.0,11.0014,19,55,74,16
40,2011-01-02,Spring,2011,1,0,Sunday,0,Light Rain/Snow,13.940000000000001,16.665,71.0,11.0014,9,67,76,17
41,2011-01-02,Spring,2011,1,0,Sunday,0,Clear/Partly Cloudy,13.940000000000001,16.665,56.99999999999999,12.998000000000001,7,58,65,18
42,2011-01-02,Spring,2011,1,0,Sunday,0,Mist/Cloudy,14.76,16.665,46.0,22.0028,10,43,53,19
43,2011-01-02,Spring,2011,1,0,Sunday,0,Clear/Partly Cloudy,13.120000000000001,14.395,42.0,30.002599999999997,1,29,30,20
44,2011-01-02,Spring,2011,1,0,Sunday,0,Clear/Partly Cloudy,12.299999999999999,13.635,39.0,23.9994,5,17,22,21
45,2011-01-02,Spring,2011,1,0,Sunday,0,Clear/Partly Cloudy,10.66,11.365,44.0,22.0028,11,20,31,22
46,2011-01-02,Spring,2011,1,0,Sunday,0,Clear/Partly Cloudy,9.84,10.605,44.0,19.999499999999998,0,9,9,23
47,2011-01-02,Spring,2011,1,0,Sunday,0,Clear/Partly Cloudy,9.02,11.365,47.0,11.0014,0,8,8,24
48,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,9.02,9.85,44.0,23.9994,0,5,5,1
49,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,8.200000000000001,8.334999999999999,44.0,27.999299999999998,0,2,2,2
50,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,6.5600000000000005,6.819999999999999,47.0,26.0027,0,1,1,5
51,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,6.5600000000000005,6.819999999999999,47.0,19.0012,0,3,3,6
52,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,5.74,5.305,50.0,26.0027,0,30,30,7
53,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,5.74,6.819999999999999,50.0,12.998000000000001,1,63,64,8
54,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,5.74,6.0600000000000005,50.0,19.0012,1,153,154,9
55,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,6.5600000000000005,6.819999999999999,43.0,26.0027,7,81,88,10
56,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,7.38,8.334999999999999,43.0,16.997899999999998,11,33,44,11
57,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,8.200000000000001,9.09,40.0,22.0028,10,41,51,12
58,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,9.02,10.605,35.0,19.999499999999998,13,48,61,13
59,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,9.84,10.605,35.0,19.0012,8,53,61,14
60,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,10.66,12.120000000000001,30.0,19.0012,11,66,77,15
61,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,10.66,12.120000000000001,30.0,16.997899999999998,14,58,72,16
62,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,10.66,12.120000000000001,30.0,16.997899999999998,9,67,76,17
63,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,9.84,11.365,30.0,15.001299999999999,11,146,157,18
64,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,9.84,12.879999999999999,32.0,7.0015,9,148,157,19
65,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,8.200000000000001,12.879999999999999,47.0,0.0,8,102,110,20
66,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,8.200000000000001,11.365,47.0,7.0015,3,49,52,21
67,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,7.38,9.85,64.0,8.9981,3,49,52,22
68,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,5.74,7.575,69.0,8.9981,0,20,20,23
69,2011-01-03,Spring,2011,1,0,Monday,1,Clear/Partly Cloudy,7.38,10.605,55.00000000000001,7.0015,1,11,12,24
70,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,6.5600000000000005,9.09,55.00000000000001,7.0015,0,5,5,1
71,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,6.5600000000000005,9.09,59.0,7.0015,0,2,2,2
72,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,5.74,7.575,63.0,8.9981,0,1,1,3
73,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,5.74,9.09,63.0,6.0032,0,2,2,5
74,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,4.92,7.575,68.0,7.0015,0,4,4,6
75,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,4.92,7.575,74.0,7.0015,0,36,36,7
76,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,4.92,7.575,74.0,8.9981,2,92,94,8
77,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,5.74,7.575,69.0,11.0014,2,177,179,9
78,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,6.5600000000000005,7.575,64.0,15.001299999999999,2,98,100,10
79,2011-01-04,Spring,2011,1,0,Tuesday,1,Mist/Cloudy,6.5600000000000005,6.819999999999999,69.0,22.0028,5,37,42,11
80,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,9.02,10.605,51.0,19.999499999999998,7,50,57,12
81,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,9.02,11.365,51.0,11.0014,12,66,78,13
82,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,9.84,11.365,56.00000000000001,12.998000000000001,18,79,97,14
83,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,10.66,12.879999999999999,52.0,15.001299999999999,9,54,63,15
84,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,11.48,13.635,52.0,16.997899999999998,17,48,65,16
85,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,12.299999999999999,14.395,49.0,16.997899999999998,15,68,83,17
86,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,11.48,13.635,48.0,15.001299999999999,10,202,212,18
87,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,10.66,12.879999999999999,48.0,12.998000000000001,3,179,182,19
88,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,9.84,12.879999999999999,48.0,7.0015,2,110,112,20
89,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,9.84,12.879999999999999,48.0,7.0015,1,53,54,21
90,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,9.02,13.635,64.0,0.0,0,48,48,22
91,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,9.02,12.879999999999999,64.0,6.0032,1,34,35,23
92,2011-01-04,Spring,2011,1,0,Tuesday,1,Clear/Partly Cloudy,8.200000000000001,11.365,69.0,6.0032,2,9,11,24
93,2011-01-05,Spring,2011,1,0,Wednesday,1,Clear/Partly Cloudy,8.200000000000001,12.879999999999999,64.0,0.0,0,6,6,1
94,2011-01-05,Spring,2011,1,0,Wednesday,1,Clear/Partly Cloudy,6.5600000000000005,9.85,74.0,6.0032,0,6,6,2
